Date,Issuer,Symbol, Managers,OfferP,OpeningP,FirstDayClose,ScoopStars,txtfile
7/19/2012,Durata Therapeutics ,DRTX,BofA Merrill Lynch/ Credit Suisse,$9.00 ,$10.00 ,$9.04 ,1,0001193125-12-307785.txt
7/20/2012,KAYAK Software ,KYAK,Morgan Stanley/ Deutsche Bank Securities,$26.00 ,$30.10 ,$33.18 ,3,0001193125-12-308031.txt
7/20/2012,Palo Alto Networks ,PANW,"Morgan Stanley/ Goldman, Sachs/ Citigroup",$42.00 ,$55.15 ,$53.13 ,3,0001193125-12-308058.txt
7/24/2012,Chuy's Holdings ,CHUY,Jefferies/ Baird,$13.00 ,$15.00 ,$15.06 ,2,0001193125-12-314265.txt
7/26/2012,E2open ,EOPN,BofA Merrill Lynch,$15.00 ,$14.14 ,$13.60 ,2,0001193125-12-315462.txt
7/26/2012,Hyperion Therapeutics ,HPTX,Leerink Swann/ Cowen,$10.00 ,$10.31 ,$10.11 ,1,0001193125-12-317650.txt
8/8/2012,Peregrine Semiconductor ,PSMI,Deutsche Bank Securities/ J.P. Morgan,$14.00 ,$15.00 ,$14.71 ,1,0001193125-12-344077.txt
8/8/2012,Bloomin Brands ,BLMN,"BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan/ Deutsche Bank Securities/ Goldman, Sachs",$11.00 ,$11.60 ,$12.41 ,1,0001193125-12-344417.txt
8/10/2012,Performant Financial ,PFMT,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse/ Wells Fargo Securities",$9.00 ,$9.25 ,$10.60 ,1,0001193125-12-349743.txt
8/16/2012,Hi-Crush Partners LP ,HCLP,Barclays/ Morgan Stanley/ Credit Suisse/ UBS Investment Bank,$17.00 ,$17.00 ,$20.00 ,1,0001193125-12-358172.txt
3/22/2012,ExactTarget  ,ET,"J.P. Morgan/ Deutsche Bank Secutities/ Stifel, Nicolaus Weisel",$19.00 ,$23.05 ,$25.11 ,3,0001193125-12-388723.txt
9/20/2012,Trulia ,TRLA,J.P. Morgan/ Deutsche Bank Securities,$17.00 ,$22.10 ,$24.00 ,3,0001193125-12-397566.txt
9/20/2012,National Bank Holdings,NBHC,"Goldman, Sachs/ Keefe, Bruyette & Woods",$19.25 ,$20.25 ,$19.60 ,1,0001193125-12-399933.txt
9/28/2012,Qualys ,QLYS,J.P. Morgan/ Credit Suisse,$12.00 ,$12.00 ,$14.16 ,3,0001193125-12-407520.txt
10/3/2012,LifeLock ,LOCK,"Goldman, Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities",$9.00 ,$8.38 ,$8.36 ,2,0001193125-12-413143.txt
10/4/2012,Berry Plastics Group  ,BERY,BofA Merrill Lynch/ Citigroup/ Barclays/ Deutsche Bank Securities,$16.00 ,$15.25 ,$15.20 ,1,0001193125-12-415641.txt
10/5/2012,FleetMatics Group plc ,FLTX,BofA Merrill Lynch/ Barclays,$17.00 ,$22.95 ,$22.30 ,3,0001193125-12-416831.txt
10/4/2012,Regulus Therapeutics ,RGLS,Lazard Capital Markets/ Cowen and Company/ BMO Capital Markets,$4.00 ,$4.73 ,$4.20 ,1,0001193125-12-416902.txt
10/10/2012,Ambarella ,AMBA,Morgan Stanley/ Deutsche Bank Securities,$6.00 ,$6.71 ,$6.06 ,1,0001193125-12-419104.txt
10/11/2012,Realogy Holdings  ,RLGY,"Goldman, Sachs/ J.P. Morgan/ Barclays/ Credit Suisse",$27.00 ,$32.85 ,$34.20 ,2,0001193125-12-421050.txt
10/12/2012,Workday ,WDAY,"Morgan Stanley/ Goldman, Sachs",$28.00 ,$48.05 ,$48.69 ,3,0001193125-12-422505.txt
10/12/2012,Diamondback Energy ,FANG,Credit Suisse,$17.50 ,$17.82 ,$17.50 ,2,0001193125-12-423496.txt
10/26/2012,WhiteWave Foods (The) ,WWAV,J.P. Morgan/ Credit Suisse/ BofA Merrill Lynch,$17.00 ,$19.00 ,$16.75 ,4,0001193125-12-437644.txt
10/26/2012,MPLX LP ,MPLX,UBS Investment Bank/ BofA Merrill Lynch/ Morgan Stanley/ Citigroup/ J.P. Morgan,$22.00 ,$25.50 ,$27.20 ,3,0001193125-12-438222.txt
11/2/2012,"Delek Logistics Partners, LP ",DKL,BofA Merrill Lynch/ Barclays,$21.00 ,$23.11 ,$22.35 ,2,0001193125-12-449758.txt
11/2/2012,Restoration Hardware Holdings  ,RH,"BofA Merrill Lynch/ Goldman, Sachs ",$24.00 ,$32.05 ,$33.30 ,3,0001193125-12-449830.txt
11/16/2012,Ruckus Wireless  ,RKUS,"Goldman, Sachs/ Morgan Stanley",$15.00 ,$15.00 ,$12.25 ,3,0001193125-12-473220.txt
11/21/2012,YY Inc. ,YY,Morgan Stanley/ Deutsche Bank Securities/ Citigroup,$10.50 ,$10.50 ,$11.31 ,1,0001193125-12-478871.txt
11/20/2012,"Alon USA Partners, LP ",ALDW,"Goldman, Sachs/ Credit Suisse/ Citigroup",$16.00 ,$17.00 ,$18.40 ,1,0001193125-12-478964.txt
12/7/2012,"Western Gas Equity Partners, LP ",WGP,Barclays/ Citigroup/ Deutsche Bank Securities/ Morgan Stanley,$22.00 ,$27.18 ,$28.00 ,2,0001193125-12-497079.txt
12/13/2012,SolarCity ,SCTY,"Goldman, Sachs/ Credit Suisse/ BofA Merrill Lynch",$8.00 ,$9.25 ,$11.79 ,1,0001193125-12-500537.txt
12/13/2012,PBF Energy ,PBF,Citigroup/ Morgan Stanley/ Credit Suisse/ Deutsche Bank Securities,$26.00 ,$28.00 ,$26.25 ,2,0001193125-12-501889.txt
1/17/2013,"CVR Refining, LP ",CVRR,Credit Suisse/ Citigroup,$25.00 ,$25.25 ,$25.05 ,2,0001193125-13-016335.txt
1/18/2013,Norwegian Cruise Line Holdings  ,NCLH,"UBS Investment Bank/ Barclays/ Citigroup/ Deutsche Bank Securities/ Goldman, Sachs/ J.P. Morgan",$19.00 ,$25.10 ,$24.79 ,2,0001193125-13-017375.txt
1/18/2013,"SunCoke Energy Partners, L.P. ",SXCP,Barclays/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ J.P. Morgan,$19.00 ,$19.00 ,$18.25 ,2,0001193125-13-017543.txt
1/18/2013,CyrusOne ,CONE,Morgan Stanley/ BofA Merrill Lynch,$19.00 ,$21.01 ,$21.20 ,2,0001193125-13-017809.txt
1/25/2013,LipoScience ,LPDX,Barclays Capital/ UBS Investment Bank/ Piper Jaffray,$9.00 ,$9.75 ,$10.45 ,1,0001193125-13-023659.txt
1/25/2013,Bright Horizons Family Solutions ,BFAM,"Goldman, Sachs/ J.P. Morgan/ Barclays",$22.00 ,$27.75 ,$28.32 ,3,0001193125-13-023927.txt
1/29/2013,Gladstone Land ,LAND,Janney Montgomery Scott/ JMP Securities,$15.00 ,$15.15 ,$15.00 ,1,0001193125-13-027488.txt
1/31/2013,TRI Pointe Homes ,TPH,Citigroup/ Deutsche Bank Securities/ FBR,$17.00 ,$19.56 ,$19.05 ,3,0001193125-13-034748.txt
1/31/2013,KaloBios Pharmaceuticals ,KBIO,Leerink Swann,$8.00 ,$8.16 ,$8.00 ,1,0001193125-13-034771.txt
2/1/2013,Zoetis ,ZTS,J.P. Morgan/ BofA Merrill Lynch/ Morgan Stanley,$26.00 ,$31.50 ,$31.01 ,3,0001193125-13-035094.txt
2/7/2013,ExOne Company  (The) ,XONE,FBR,$18.00 ,$23.66 ,$26.52 ,3,0001193125-13-043739.txt
8/8/2013,Intrexon ,XONE,J.P. Morgan/ Barclays,$16.00 ,$21.10 ,$24.73 ,3,0001193125-13-043739.txt
2/8/2013,Health Insurance Innovations ,HIIQ,Credit Suisse/ Citigroup/ BofA Merrill Lynch,$14.00 ,$14.12 ,$13.70 ,1,0001193125-13-047216.txt
2/15/2013,XOOM ,XOOM,Barclays/ Needham,$16.00 ,$21.00 ,$25.49 ,3,0001193125-13-061425.txt
3/5/2013,Professional Diversity Network ,IPDN,Aegis Capital ,$8.00 ,$7.93 ,$7.67 ,1,0001193125-13-094127.txt
3/7/2013,Artisan Partners Asset Management ,APAM,"Citigroup/ Goldman, Sachs",$30.00 ,$35.20 ,$38.83 ,2,0001193125-13-096273.txt
3/13/2013,Silver Spring Networks ,SSNI,"Goldman, Sachs/ Credit Suisse",$17.00 ,$22.00 ,$22.00 ,3,0001193125-13-104964.txt
3/20/2013,Model N ,MODN,J.P. Morgan/ Deutsche Bank Securities,$15.50 ,$20.30 ,$19.98 ,3,0001193125-13-117282.txt
3/20/2013,Tetraphase Pharmaceuticals ,TTPH,Barclays/ BMO Capital Markets,$7.00 ,$7.20 ,$7.00 ,1,0001193125-13-117520.txt
3/21/2013,Enanta Pharmaceuticals  ,ENTA,J.P. Morgan/ Credit Suisse,$14.00 ,$14.58 ,$17.18 ,2,0001193125-13-119725.txt
3/21/2013,Aviv REIT,AVIV,"Morgan Stanley/ BofA Merrill Lynch/ Goldman, Sachs",$20.00 ,$22.20 ,$22.55 ,2,0001193125-13-119741.txt
3/22/2013,West Corporation ,WSTC,Goldman Sachs/Morgan Stanley/JP Morgan,$20.00 ,$19.00 ,$18.86 ,1,0001193125-13-120282.txt
3/22/2013,Marin Software ,MRIN,"Goldman, Sachs/ Deutsche Bank Securities",$14.00 ,$19.00 ,$16.26 ,3,0001193125-13-122202.txt
4/3/2013,Independent Bank Group ,IBTX,"Sandler O'Neill & Partners/ Evercore/ Keefe, Bruyette & Woods",$26.00 ,$30.00 ,$29.36 ,2,0001193125-13-140614.txt
4/5/2013,Cancer Genetics ,CGIX,Aegis Capital/ Feltl and Company,$10.00 ,$10.00 ,$11.25 ,1,0001193125-13-144246.txt
4/10/2013,KNOT Offshore Partners LP  ,KNOP,BofA Merrill Lynch/ Citigroup,$21.00 ,$23.00 ,$21.79 ,2,0001193125-13-148910.txt
4/10/2013,Taylor Morrison Home   ,TMHC,Credit Suisse/ Citigroup/ Zelman Partners,$22.00 ,$23.35 ,$23.04 ,3,0001193125-13-148964.txt
4/12/2013,EVERTEC  ,EVTC,"Goldman, Sachs/ J.P. Morgan",$20.00 ,$21.85 ,$20.44 ,2,0001193125-13-153457.txt
4/18/2013,Intelsat S.A.   ,I,"Goldman, Sachs/ J.P. Morgan/ Morgan Stanley",$18.00 ,$17.00 ,$19.25 ,1,0001193125-13-160333.txt
4/19/2013,SeaWorld Entertainment  ,SEAS,"Goldman, Sachs/ J.P. Morgan",$27.00 ,$30.56 ,$33.52 ,2,0001193125-13-161702.txt
4/19/2013,Blackhawk Network Holdings  ,HAWK,"Goldman, Sachs/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities",$23.00 ,$25.00 ,$26.01 ,2,0001193125-13-162800.txt
10/27/2010,Pacific Biosciences of California ,PACB,J.P.Morgan/ Morgan Stanley,$16.00 ,$16.50 ,$16.44 ,1,0001193125-13-187461.txt
5/2/2013,Insys Therapeutics ,INSY,Wells Fargo Securities/ JMP Securities,$8.00 ,$8.50 ,$9.58 ,1,0001193125-13-196437.txt
5/1/2013,Ellington Residential Mortgage REIT   ,EARN,Credit Suisse/ Deutsche Bank Securities/ Citigroup/ UBS Investment Bank,$20.00 ,$19.00 ,$19.21 ,1,0001193125-13-196463.txt
5/3/2013,QIWI plc  ,QIWI,J.P. Morgan/ Credit Suisse,$17.00 ,$17.00 ,$17.08 ,2,0001193125-13-199506.txt
5/8/2013,Armada Hoffler Properties   ,AHH,Baird/ Raymond James/ Stifel,$11.50 ,$11.50 ,$11.50 ,1,0001193125-13-208472.txt
5/9/2013,CYAN  ,CYNI,"Goldman, Sachs/ J.P. Morgan",$11.00 ,$10.05 ,$11.14 ,2,0001193125-13-208938.txt
5/9/2013,TriState Capital Holdings ,TSC,"Sandler O’Neill + Partners, L.P.",$11.50 ,$12.53 ,$12.59 ,2,0001193125-13-210794.txt
5/9/2013,American Residential Properties  ,ARPI,Morgan Stanley/ BofA Merrill Lynch/ FBR/ Jefferies,$21.00 ,$21.00 ,$21.00 ,1,0001193125-13-211131.txt
5/10/2013,First NBC Bank Holding ,NBCB,"SANDLER O’NEILL + PARTNERS/ Keefe, Bruyette & Woods (A Stifel Company )",$24.00 ,$25.00 ,$24.50 ,2,0001193125-13-213385.txt
5/14/2013,"Tallgrass Energy Partners, LP   ",TEP,Barclays/ Citigroup,$21.50 ,$22.00 ,$21.50 ,1,0001193125-13-219718.txt
5/16/2013,Ambit Biosciences ,AMBI,Citigroup/ Leerink Swann,$8.00 ,$8.00 ,$7.39 ,1,0001193125-13-224223.txt
5/22/2013,Portola Pharmaceuticals  ,PTLA,Morgan Stanley/ Credit Suisse,$14.50 ,$15.25 ,$15.15 ,2,0001193125-13-231309.txt
5/23/2013,ChannelAdvisor ,ECOM,"Goldman, Sachs/ Stifel",$14.00 ,$17.60 ,$18.44 ,3,0001193125-13-232292.txt
5/23/2013,Constellium Holdco B.V. ,CSTM,"Goldman, Sachs/ Deutsche Bank Securities/ J.P. Morgan",$15.00 ,$13.50 ,$14.53 ,1,0001193125-13-232662.txt
5/23/2013,Ply Gem Holdings ,PGEM,"J.P. Morgan/ Credit Suisse/ Goldman, Sachs/ UBS Investment Bank/ Deutsche Bank Securities",$21.00 ,$22.35 ,$23.30 ,3,0001193125-13-232964.txt
5/23/2013,Global Brass and Copper Holdings ,BRSS,"Goldman, Sachs & Co./ Morgan Stanley",$11.00 ,$11.75 ,$13.55 ,1,0001193125-13-233167.txt
5/31/2013,Epizyme ,EPZM,Citigroup/ Cowen and Company/ Leerink Swann,$15.00 ,$20.00 ,$22.99 ,2,0001193125-13-242826.txt
6/12/2013,Gigamon ,GIMO,"Goldman, Sachs/ BofA Merrill Lynch/ Credit Suisse",$19.00 ,$23.08 ,$28.47 ,3,0001193125-13-255369.txt
7/25/2000,Blue Martini Software ,BLUE,"Goldman, Sachs",$20.00 ,$43.00 ,$54.78 ,5,0001193125-13-263506.txt
6/20/2013,bluebird bio ,BLUE,J.P. Morgan/ BofA Merrill Lynch,$17.00 ,$25.72 ,$26.39 ,3,0001193125-13-263506.txt
6/21/2013,Gogo ,GOGO,Morgan Stanley/ J .P. Morgan/ UBS Securities,$17.00 ,$16.00 ,$16.00 ,3,0001193125-13-269209.txt
6/26/2013,NanoString Technologies ,NSTG,J.P. Morgan/ Morgan Stanley,$10.00 ,$9.90 ,$8.06 ,1,0001193125-13-271948.txt
6/27/2013,Aratana Therapeutics  ,PETX,Stifel/ Lazard Capital Markets,$6.00 ,$7.00 ,$8.26 ,1,0001193125-13-274945.txt
6/27/2013,Silvercrest Asset Management Group (SAMG),SAMG,Sandler ONeill & Partners/ Raymond James,$11.00 ,$11.40 ,$11.83 ,1,0001193125-13-275196.txt
6/27/2013,CDW Corp  ,CDW,"J.P. Morgan/ Barclays/ Goldman, Sachs",$17.00 ,$17.68 ,$18.37 ,1,0001193125-13-276420.txt
7/18/2013,OncoMed Pharmaceuticals ,OMED,Jefferies/ Leerink Swann,$17.00 ,$28.16 ,$27.18 ,3,0001193125-13-293600.txt
7/18/2013,UCP ,UCP,Citigroup/ Deutsche Bank Securities/ Zelman Partners LLC,$15.00 ,$17.75 ,$14.00 ,2,0001193125-13-294290.txt
7/19/2013,RetailMeNot ,SALE,Morgan Stanley/ Goldman Sachs/ Credit Suisse,$21.00 ,$26.50 ,$27.70 ,2,0001193125-13-294853.txt
7/19/2013,Physicians Realty Trust ,DOC,Wunderlich Securities/ Oppenheimer/ Janney Montgomery Scott/ JMP Securities/ BB&T Capital Markets,$11.50 ,$11.50 ,$11.67 ,1,0001193125-13-295762.txt
7/19/2013,Diamond Resorts International ,DRII,Credit Suisse/ BofA Merrill Lynch/ J.P. Morgan/ Guggenheim Securities,$14.00 ,$14.56 ,$16.15 ,1,0001193125-13-295840.txt
7/19/2013,Rexford Industrial Realty ,REXR,BofA Merrill Lynch/ Wells Fargo Securities/ FBR,$14.00 ,$14.75 ,$14.04 ,1,0001193125-13-296442.txt
7/23/2013,Phillips 66 Partners LP  ,PSXP,J.P. Morgan/ Morgan Stanley,$23.00 ,$28.98 ,$29.70 ,3,0001193125-13-299553.txt
7/24/2013,Agios Pharmaceuticals ,AGIO,"J.P. Morgan/ Goldman, Sachs & Co.",$18.00 ,$29.00 ,$31.28 ,3,0001193125-13-300608.txt
7/25/2013,Conatus Pharmaceuticals ,CNAT,Stifel/ Piper Jaffray,$11.00 ,$11.21 ,$9.50 ,2,0001193125-13-302836.txt
7/25/2013,Cellular Dynamics International ,ICEL,J.P. Morgan,$12.00 ,$11.00 ,$9.50 ,3,0001193125-13-303214.txt
7/26/2013,Liquid Holdings Group ,LIQD,Sandler ONeill & Partners,$9.00 ,$9.06 ,$7.64 ,1,0001193125-13-304587.txt
7/26/2013,"Marlin Midstream Partners, LP  ",FISH,Stifel/ Baird/ Oppenheimer,$20.00 ,$19.51 ,$19.50 ,2,0001193125-13-305135.txt
8/1/2013,Sprouts Farmers Markets ,SFM,"Goldman, Sachs/ Credit Suisse/ BofA Merrill Lynch",$18.00 ,$35.00 ,$40.11 ,3,0001193125-13-315673.txt
8/1/2013,Ardmore Shipping ,ASC,Morgan Stanley/ Jefferies/ Clarkson Capital Markets,$14.00 ,$13.50 ,$15.60 ,1,0001193125-13-315740.txt
8/1/2013,American Homes 4 Rent  ,AMH,"Goldman, Sachs/ BofA Merrill Lynch/ J.P. Morgan/ Wells Fargo Securities",$16.00 ,$15.59 ,$13.50 ,1,0001193125-13-316036.txt
8/2/2013,Marrone Bio Innovations ,MBII,Jefferies/ Piper Jaffray,$12.00 ,$13.09 ,$13.75 ,1,0001193125-13-317315.txt
8/8/2013,Fox Factory Holding  ,FOXF,Baird/ William Blair/ Piper Jaffray,$15.00 ,$18.22 ,$18.61 ,3,0001193125-13-325386.txt
8/9/2013,Franks International N.V. ,FI,Barclays/ Credit Suisse/ Simmons & Company,$22.00 ,$27.25 ,$26.35 ,3,0001193125-13-328831.txt
8/9/2013,"QEP Midstream Partners, LP ",QEPM,"Wells Fargo Securities/ Morgan Stanley/ Citigroup/ Deutsche Bank Securities/ J.P. Morgan/ Goldman, Sachs",$21.00 ,$23.37 ,$22.25 ,1,0001193125-13-329250.txt
8/9/2013,"World Point Terminals, LP ",WPT,BofA Merrill Lynch,$20.00 ,$19.50 ,$19.56 ,1,0001193125-13-329385.txt
8/9/2013,Stock Building Supply Holdings ,STCK,"Goldman, Sachs/ Barclays/ Citigroup",$14.00 ,$14.76 ,$14.43 ,1,0001193125-13-329533.txt
8/13/2013,Independence Realty Trust ,IRT,Ladenburg Thalmann/ Compass Point/ JMP Securities,$8.50 ,$8.09 ,$8.45 ,1,0001193125-13-333326.txt
8/15/2013,Third Point Reinsurance ,TPRE,J.P. Morgan/ Credit Suisse/ Morgan Stanley/ BofA Merrill Lynch/ Citigroup,$12.50 ,$12.25 ,$13.06 ,1,0001193125-13-338530.txt
8/22/2013,Regado Biosciences ,RGDO,Cowen and Company/ BMO Capital Markets,$4.00 ,$5.00 ,$4.70 ,1,0001193125-13-343907.txt
2/24/2012,ROI Acquisition ,ROIQU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,1,0001193125-13-369431.txt
9/17/2013,ROI Acquisition Corp. II  ,ROIQU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.00 ,1,0001193125-13-369431.txt
9/18/2013,Five Prime Therapeutics ,FPRX,Jefferies/ BMO Capital Markets/ Wells Fargo Securities,$13.00 ,$16.00 ,$13.08 ,3,0001193125-13-370259.txt
9/20/2013,FireEye ,FEYE,"Morgan Stanley, Goldman, Sachs/ J.P. Morgan/ Barclays/",$20.00 ,$40.30 ,$36.00 ,3,0001193125-13-373183.txt
9/20/2013,BIND Therapeutics ,BIND,Credit Suisse/ Cowen and Company,$15.00 ,$15.00 ,$14.09 ,2,0001193125-13-373446.txt
9/25/2013,Foundation Medicine ,FMI,"Goldman, Sachs/ J.P. Morgan",$18.00 ,$31.50 ,$35.35 ,3,0001193125-13-378079.txt
7/25/2000,Evoke ,EVOK,Salomon Smith Barney,$8.00 ,$7.88 ,$8.13 ,1,0001193125-13-378478.txt
9/25/2013,Evoke Pharma ,EVOK,Aegis Capital Corp.,$12.00 ,$11.15 ,$11.74 ,1,0001193125-13-378478.txt
9/25/2013,Ophthotech  ,OPHT,Morgan Stanley/ J.P. Morgan,$22.00 ,$23.06 ,$26.30 ,3,0001193125-13-378605.txt
9/26/2013,Covisint ,COVS,Credit Suisse/ Pacific Crest Securities,$10.00 ,$12.60 ,$12.31 ,2,0001193125-13-379084.txt
9/27/2013,RingCentral ,RNG,"Goldman, Sachs/ J.P. Morgan/ BofA Merrill Lynch",$13.00 ,$17.25 ,$18.20 ,3,0001193125-13-382354.txt
10/1/2013,Fate Therapeutics  ,FATE,Cowen and Company/ BMO Capital Markets,$6.00 ,$6.56 ,$6.62 ,1,0001193125-13-387445.txt
10/2/2013,Burlington Holdings  ,BURL,"J.P. Morgan/ Goldman, Sachs/ Morgan Stanley/ BofA Merrill Lynch/ Wells Fargo Securities",$17.00 ,$23.05 ,$25.01 ,2,0001193125-13-389095.txt
10/2/2013,Empire State Realty Trust ,ESRT,"Goldman, Sachs/ BofA Merrill Lynch",$13.00 ,$13.05 ,$13.10 ,1,0001193125-13-389145.txt
10/2/2013,RE/MAX Holdings ,RMAX,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan,$22.00 ,$26.25 ,$27.00 ,3,0001193125-13-390302.txt
10/3/2013,Potbelly Corporation ,PBPB,"BofA Merrill Lynch/ Goldman, Sachs",$14.00 ,$28.75 ,$30.44 ,3,0001193125-13-391733.txt
10/3/2013,OCI Partners LP,OCIP,BofA Merrill Lynch/ Barclays/ Citigroup,$18.00 ,$17.25 ,$18.80 ,1,0001193125-13-391806.txt
10/9/2013,QTS Realty Trust   ,QTS,"Goldman, Sachs/ Jefferies",$21.00 ,$22.40 ,$21.00 ,1,0001193125-13-396354.txt
10/10/2013,"Western Refining Logistics, LP  ",WNRL,BofA Merrill Lynch/ Barclays/ Goldman Sachs/ Wells Fargo Securities,$22.00 ,$24.00 ,$24.10 ,3,0001193125-13-396665.txt
10/10/2013,Stonegate Mortgage ,SGM,BofA Merrill Lynch/ Credit Suisse/ Barclays/ FBR,$16.00 ,$17.18 ,$18.25 ,1,0001193125-13-396745.txt
10/10/2013,MacroGenics ,MGNX,BofA Merrill Lynch/ Leerink Swann,$16.00 ,$24.00 ,$24.99 ,3,0001193125-13-397751.txt
10/16/2013,Veeva Systems ,VEEV,Morgan Stanley/ Deutsche Bank Securities,$20.00 ,$38.50 ,$37.16 ,3,0001193125-13-400469.txt
10/16/2013,Springleaf Holdings  ,LEAF,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse,$17.00 ,$19.18 ,$19.26 ,2,0001193125-13-401462.txt
10/25/2013,Endurance International Group Holdings ,EIGI,"Goldman, Sachs/ Credit Suisse/ Morgan Stanley",$12.00 ,$11.00 ,$11.25 ,2,0001193125-13-410787.txt
10/25/2013,Sprague Resources LP ,SRLP,Barclays/ J.P. Morgan/ BofA Merrill Lynch,$18.00 ,$17.50 ,$17.75 ,1,0001193125-13-412004.txt
10/25/2013,Aerie Pharmaceuticals  ,AERI,RBC Capital Markets/ Stifel,$10.00 ,$10.51 ,$10.61 ,1,0001193125-13-413566.txt
10/30/2013,Criteo S.A.  ,CRTO,J.P. Morgan/ Deutsche Bank Securities/ Jefferies/ Stifel,$31.00 ,$42.00 ,$35.39 ,3,0001193125-13-416937.txt
10/30/2013,Brixmor Property Group ,BRX,BofA Merrill Lynch/ Citigroup/ J.P. Morgan/ Wells Fargo Securities/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets/ UBS Investment Bank,$20.00 ,$20.65 ,$20.40 ,2,0001193125-13-420787.txt
11/6/2013,Barracuda Networks   ,CUDA,Morgan Stanley/ J.P. Morgan Securities/ BofA Merrill Lynch,$18.00 ,$22.59 ,$21.55 ,2,0001193125-13-428645.txt
11/6/2013,Arc Logistics Partners LP ,ARCX,Citigroup/ Barclays/ SunTrust Robinson Humphrey,$19.00 ,$19.00 ,$19.00 ,1,0001193125-13-430502.txt
11/7/2013,Twitter  ,TWTR,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ BofA Merrill Lynch/ Deutsche Bank Securities,$26.00 ,$45.10 ,$44.90 ,3,0001193125-13-431301.txt
11/16/2013,Wix.com Ltd.  ,WIX,J.P. Morgan/ BofA Merrill Lynch/ RBC Capital Markets,$16.50 ,$18.50 ,$16.31 ,3,0001193125-13-431328.txt
11/7/2013,Mavenir Systems ,MVNR,Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities,$10.00 ,$11.25 ,$9.64 ,1,0001193125-13-431725.txt
11/6/2013,Avianca Holdings S.A.  ,AVH,J.P. Morgan/ Citigroup,$15.00 ,$14.00 ,$14.00 ,1,0001193125-13-432005.txt
11/7/2013,Norcraft Companies ,NCFT,Citigroup/ UBS Investment Bank/ Deutsche Bank Securities/ RBC Capital Markets,$16.00 ,$15.75 ,$15.50 ,1,0001193125-13-433163.txt
11/7/2013,LGI Homes  ,LGIH, Deutsche Bank Securities/ JMP Securities/ J.P. Morgan ,$11.00 ,$12.13 ,$12.90 ,1,0001193125-13-434219.txt
11/7/2013,"Midcoast Energy Partners, L.P.  ",MEP,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities/ UBS Investment Bank,$18.00 ,$17.00 ,$17.49 ,1,0001193125-13-435174.txt
11/13/2013,Chegg ,CHGG,J.P. Morgan/ BofA Merrill Lynch,$12.50 ,$10.87 ,$9.68 ,3,0001193125-13-440327.txt
11/13/2013,Extended Stay America/ ESH Hospitality ,STAY,"Deutsche Bank Securities/ Goldman, Sachs/ J.P. Morgan",$20.00 ,$22.75 ,$23.87 ,2,0001193125-13-440419.txt
11/14/2013,Houghton Mifflin Harcourt ,HMHC,"Goldman, Sachs/ Morgan Stanley",$12.00 ,$14.00 ,$15.86 ,1,0001193125-13-441891.txt
11/13/2013,Dynagas LNG Partners LP ,DLNG,Credit Suisse,$18.00 ,$17.00 ,$18.00 ,1,0001193125-13-442175.txt
11/1/2007,Neutral Tandem ,TNDM,Morgan Stanley/CIBC World Markets,$14.00 ,$18.00 ,$20.28 ,3,0001193125-13-442341.txt
11/14/2013,Tandem Diabetes Care ,TNDM,BoA Merrill Lynch/ Piper Jaffray,$15.00 ,$19.50 ,$19.26 ,2,0001193125-13-442341.txt
11/15/2013,Relypsa ,RLYP,Morgan Stanley/ BofA Merrill Lynch,$11.00 ,$12.59 ,$12.24 ,1,0001193125-13-443528.txt
11/15/2013,zulily ,ZU,Goldman Sachs/ BofA Merrill Lynch/ Citigroup,$15.00 ,$19.50 ,$19.26 ,3,0001193125-13-443794.txt
11/21/2013,Navigator Holdings Ltd ,NVGS,Jefferies/ Morgan Stanley,$19.00 ,$20.40 ,$20.00 ,2,0001193125-13-449817.txt
11/22/2013,500.com Ltd  ,WBAI,Deutsche Bank Securities,$13.00 ,$20.00 ,$20.01 ,3,0001193125-13-450977.txt
11/22/2013,Vince Holding  ,VNCE,Goldman Sachs/ Baird,$20.00 ,$29.50 ,$28.66 ,3,0001193125-13-451241.txt
11/22/2013,Oxford Immunotec Global PLC ,OXFD,J.P. Morgan/ Piper Jaffray,$12.00 ,$14.00 ,$15.40 ,2,0001193125-13-452975.txt
2/8/2006,NTELOS Holdings ,NTLS,Lehman Brothers/Bear Stearns,$12.00 ,$12.10 ,$11.95 ,1,0001193125-13-453155.txt
12/11/2013,Autohome  ,ATHM,Deutsche Bank Securities/ Goldman Sachs (Asia) L.L.C.,$17.00 ,$30.16 ,$30.07 ,3,0001193125-13-469670.txt
